id,phrase,meaning,category,level,example
1453,it’s giving,it’s giving 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,고급,"I heard that and I was like, 'it’s giving'!"
1454,periodt,periodt 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,중급,"I heard that and I was like, 'periodt'!"
1455,woke,woke 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'woke'!"
1456,periodt,periodt 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,고급,"I heard that and I was like, 'periodt'!"
1457,vibe check,vibe check 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,고급,"I heard that and I was like, 'vibe check'!"
1458,shook,shook 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,고급,"I heard that and I was like, 'shook'!"
1459,in my bag,in my bag 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,중급,"I heard that and I was like, 'in my bag'!"
1460,deep cut,deep cut 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,초급,"I heard that and I was like, 'deep cut'!"
1461,thirst trap,thirst trap 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,고급,"I heard that and I was like, 'thirst trap'!"
1462,get roasted,get roasted 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,중급,"I heard that and I was like, 'get roasted'!"
1463,read someone,read someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,고급,"I heard that and I was like, 'read someone'!"
1464,spill the tea,spill the tea 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,초급,"I heard that and I was like, 'spill the tea'!"
1465,snatched,snatched 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,중급,"I heard that and I was like, 'snatched'!"
1466,throw shade,throw shade 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,고급,"I heard that and I was like, 'throw shade'!"
1467,sus,sus 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,고급,"I heard that and I was like, 'sus'!"
1468,deep cut,deep cut 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,초급,"I heard that and I was like, 'deep cut'!"
1469,bet,bet 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'bet'!"
1470,catch feels,catch feels 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,고급,"I heard that and I was like, 'catch feels'!"
1471,bail on someone,bail on someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'bail on someone'!"
1472,receipts,receipts 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,초급,"I heard that and I was like, 'receipts'!"
1473,snatched,snatched 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,고급,"I heard that and I was like, 'snatched'!"
1474,cheugy,cheugy 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'cheugy'!"
1475,salty,salty 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'salty'!"
1476,big yikes,big yikes 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,중급,"I heard that and I was like, 'big yikes'!"
1477,slaps,slaps 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,초급,"I heard that and I was like, 'slaps'!"
1478,soft launch,soft launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,고급,"I heard that and I was like, 'soft launch'!"
1479,receipts,receipts 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'receipts'!"
1480,receipts,receipts 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,중급,"I heard that and I was like, 'receipts'!"
1481,curve someone,curve someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,중급,"I heard that and I was like, 'curve someone'!"
1482,savage,savage 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,초급,"I heard that and I was like, 'savage'!"
1483,we move,we move 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,초급,"I heard that and I was like, 'we move'!"
1484,receipts,receipts 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,중급,"I heard that and I was like, 'receipts'!"
1485,in my bag,in my bag 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,고급,"I heard that and I was like, 'in my bag'!"
1486,savage,savage 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,고급,"I heard that and I was like, 'savage'!"
1487,drag someone,drag someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,초급,"I heard that and I was like, 'drag someone'!"
1488,dead,dead 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,초급,"I heard that and I was like, 'dead'!"
1489,cap,cap 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,중급,"I heard that and I was like, 'cap'!"
1490,on point,on point 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,초급,"I heard that and I was like, 'on point'!"
1491,on point,on point 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,초급,"I heard that and I was like, 'on point'!"
1492,savage,savage 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,고급,"I heard that and I was like, 'savage'!"
1493,clap back,clap back 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'clap back'!"
1494,extra,extra 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,중급,"I heard that and I was like, 'extra'!"
1495,woke,woke 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,초급,"I heard that and I was like, 'woke'!"
1496,big yikes,big yikes 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'big yikes'!"
1497,thirst trap,thirst trap 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'thirst trap'!"
1498,drag someone,drag someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,초급,"I heard that and I was like, 'drag someone'!"
1499,salty,salty 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,초급,"I heard that and I was like, 'salty'!"
1500,flex,flex 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,고급,"I heard that and I was like, 'flex'!"
1501,highkey,highkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'highkey'!"
1502,receipts,receipts 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,초급,"I heard that and I was like, 'receipts'!"
1503,hard launch,hard launch 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'hard launch'!"
1504,read someone,read someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'read someone'!"
1505,hit different,hit different 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,중급,"I heard that and I was like, 'hit different'!"
1506,highkey,highkey 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,중급,"I heard that and I was like, 'highkey'!"
1507,clap back,clap back 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'clap back'!"
1508,big yikes,big yikes 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,중급,"I heard that and I was like, 'big yikes'!"
1509,catch feels,catch feels 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'catch feels'!"
1510,sus,sus 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,고급,"I heard that and I was like, 'sus'!"
1511,sus,sus 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,고급,"I heard that and I was like, 'sus'!"
1512,cheugy,cheugy 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'cheugy'!"
1513,bench someone,bench someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'bench someone'!"
1514,thirst trap,thirst trap 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,중급,"I heard that and I was like, 'thirst trap'!"
1515,shook,shook 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,초급,"I heard that and I was like, 'shook'!"
1516,we move,we move 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'we move'!"
1517,hit different,hit different 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,고급,"I heard that and I was like, 'hit different'!"
1518,throw shade,throw shade 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,초급,"I heard that and I was like, 'throw shade'!"
1519,catch feels,catch feels 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,중급,"I heard that and I was like, 'catch feels'!"
1520,snatched,snatched 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,고급,"I heard that and I was like, 'snatched'!"
1521,fire,fire 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,고급,"I heard that and I was like, 'fire'!"
1522,bench someone,bench someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,중급,"I heard that and I was like, 'bench someone'!"
1523,it’s giving,it’s giving 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,중급,"I heard that and I was like, 'it’s giving'!"
1524,extra,extra 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'extra'!"
1525,cheugy,cheugy 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,중급,"I heard that and I was like, 'cheugy'!"
1526,salty,salty 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,고급,"I heard that and I was like, 'salty'!"
1527,no cap,no cap 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,초급,"I heard that and I was like, 'no cap'!"
1528,catch feels,catch feels 는 미국에서 자주 쓰이는 실생활 표현입니다.,밈,초급,"I heard that and I was like, 'catch feels'!"
1529,receipts,receipts 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,고급,"I heard that and I was like, 'receipts'!"
1530,periodt,periodt 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,고급,"I heard that and I was like, 'periodt'!"
1531,sus,sus 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,중급,"I heard that and I was like, 'sus'!"
1532,shook,shook 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,중급,"I heard that and I was like, 'shook'!"
1533,spill the tea,spill the tea 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,초급,"I heard that and I was like, 'spill the tea'!"
1534,bet,bet 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,중급,"I heard that and I was like, 'bet'!"
1535,woke,woke 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,고급,"I heard that and I was like, 'woke'!"
1536,in my bag,in my bag 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,고급,"I heard that and I was like, 'in my bag'!"
1537,hit different,hit different 는 미국에서 자주 쓰이는 실생활 표현입니다.,감정,중급,"I heard that and I was like, 'hit different'!"
1538,simp,simp 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,중급,"I heard that and I was like, 'simp'!"
1539,ghost someone,ghost someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,인터넷,중급,"I heard that and I was like, 'ghost someone'!"
1540,shook,shook 는 미국에서 자주 쓰이는 실생활 표현입니다.,공감,중급,"I heard that and I was like, 'shook'!"
1541,woke,woke 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,초급,"I heard that and I was like, 'woke'!"
1542,drag someone,drag someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,중급,"I heard that and I was like, 'drag someone'!"
1543,read someone,read someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,친구,중급,"I heard that and I was like, 'read someone'!"
1544,ghost someone,ghost someone 는 미국에서 자주 쓰이는 실생활 표현입니다.,연애,중급,"I heard that and I was like, 'ghost someone'!"
1545,in my bag,in my bag 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,중급,"I heard that and I was like, 'in my bag'!"
1546,main character,main character 는 미국에서 자주 쓰이는 실생활 표현입니다.,강조,초급,"I heard that and I was like, 'main character'!"
1547,main character,main character 는 미국에서 자주 쓰이는 실생활 표현입니다.,유행어,고급,"I heard that and I was like, 'main character'!"
1548,vibe check,vibe check 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,초급,"I heard that and I was like, 'vibe check'!"
1549,shook,shook 는 미국에서 자주 쓰이는 실생활 표현입니다.,SNS,중급,"I heard that and I was like, 'shook'!"
1550,cap,cap 는 미국에서 자주 쓰이는 실생활 표현입니다.,일상,초급,"I heard that and I was like, 'cap'!"
